Algoritmo,P,Muestras,Tiempo_Prom(s),Tiempo_Dev,Ops_Prom,Ops_Dev,Calls_Prom,Calls_Dev
Memoizacion,3876,20,0.0003793099967879243,7.831088720153025e-06,115.0,0.0,359.0,0.0
Prog_Dinamica,3876,20,0.013887949999480042,0.002528552796682784,3396.0,0.0,3525.0,0.0
Formula_Math,4368,20,0.006957069998316001,0.001814771589407522,2267.0,0.0,2152.0,0.0
Memoizacion,4368,20,0.00035564500285545364,5.6716987413450656e-05,101.0,0.0,317.0,0.0
Prog_Dinamica,4368,20,0.012842864998674486,0.0025412451181924894,2723.0,0.0,2838.0,0.0
Formula_Math,4845,20,0.009821200006990693,0.0012687824777163352,2979.0,0.0,2844.0,0.0
Memoizacion,4845,20,0.0005900150019442663,8.728935678361751e-05,121.0,0.0,377.0,0.0
Prog_Dinamica,4845,20,0.015980925000621937,0.002659008622872978,3749.0,0.0,3884.0,0.0
Formula_Math,5005,20,0.006929174999822862,0.0012427962883173828,2112.0,0.0,2002.0,0.0
Memoizacion,5005,20,0.00035630000347737224,3.0250687593090663e-05,96.0,0.0,302.0,0.0
Prog_Dinamica,5005,20,0.011436570003570522,0.0027820750028890455,2504.0,0.0,2614.0,0.0
Formula_Math,6188,20,0.008972169997286982,0.0016183953557915944,2492.0,0.0,2370.0,0.0
Memoizacion,6188,20,0.0004661000013584271,5.698183824978494e-05,108.0,0.0,338.0,0.0
Prog_Dinamica,6188,20,0.013240454996412155,0.0021448316377706477,3110.0,0.0,3232.0,0.0
Formula_Math,6435,20,0.007083904999308288,0.0014358658400797713,2141.0,0.0,2030.0,0.0
Memoizacion,6435,20,0.0004133549999096431,7.268343155704972e-05,97.0,0.0,305.0,0.0
Prog_Dinamica,6435,20,0.010754254994390066,0.0020410476749032442,2581.0,0.0,2692.0,0.0
Formula_Math,8008,20,0.008201590002863668,0.0018962823814657763,2560.0,0.0,2435.0,0.0
Memoizacion,8008,20,0.0005180599939194508,9.065896129269039e-05,110.0,0.0,345.0,0.0
Prog_Dinamica,8008,20,0.01225034500239417,0.0024835795021527583,3211.0,0.0,3336.0,0.0
Formula_Math,8568,20,0.010398465002072043,0.0016111168941400729,2964.0,0.0,2827.0,0.0
Memoizacion,8568,20,0.0005965799995465204,0.00011410548648526455,122.0,0.0,381.0,0.0
Prog_Dinamica,8568,20,0.0178881449974142,0.0032791119527076445,3862.0,0.0,3999.0,0.0
Formula_Math,11440,20,0.008697254999424331,0.0013572858349902087,2591.0,0.0,2465.0,0.0
Memoizacion,11440,20,0.0004221199982566759,3.822144305609389e-05,111.0,0.0,348.0,0.0
Prog_Dinamica,11440,20,0.012071169997216202,0.0021030796996241146,3295.0,0.0,3421.0,0.0
Formula_Math,11628,20,0.00903990500519285,0.0015463362352189506,3215.0,0.0,3071.0,0.0
Memoizacion,11628,20,0.000580254997476004,0.00010040168735770284,129.0,0.0,402.0,0.0
Prog_Dinamica,11628,20,0.015506844998162706,0.0023738013701454764,4308.0,0.0,4452.0,0.0
Formula_Math,12376,20,0.008853449999878648,0.001375754802658946,2820.0,0.0,2687.0,0.0
Memoizacion,12376,20,0.0004801649978617206,4.514566542359451e-05,118.0,0.0,369.0,0.0
Prog_Dinamica,12376,20,0.013907235002261587,0.0026407504584332196,3703.0,0.0,3836.0,0.0
Formula_Math,12870,20,0.007636305000050925,0.001320951074147646,2622.0,0.0,2495.0,0.0
Memoizacion,12870,20,0.0004663599975174293,0.00015113572902462715,112.0,0.0,351.0,0.0
Prog_Dinamica,12870,20,0.014038979998440481,0.002961932765158008,3387.0,0.0,3514.0,0.0
Formula_Math,15504,20,0.011388359994452913,0.0020698077013174376,3729.0,0.0,3570.0,0.0
Memoizacion,15504,20,0.0004868050004006363,9.009840254593698e-05,143.0,0.0,445.0,0.0
Prog_Dinamica,15504,20,0.021092315003625118,0.003444992677854849,5139.0,0.0,5298.0,0.0
Formula_Math,18564,20,0.008760574999905657,0.0012829628651320527,3312.0,0.0,3164.0,0.0
Memoizacion,18564,20,0.0005061550036771223,0.0001511432644407872,132.0,0.0,412.0,0.0
Prog_Dinamica,18564,20,0.017672279999533202,0.0037521564430709584,4496.0,0.0,4644.0,0.0
Formula_Math,19448,20,0.009418624997488223,0.0014606895415652122,3102.0,0.0,2960.0,0.0
Memoizacion,19448,20,0.000554039994312916,7.15675749205493e-05,126.0,0.0,394.0,0.0
Prog_Dinamica,19448,20,0.01542382999905385,0.002690645892590446,4158.0,0.0,4300.0,0.0
Formula_Math,50388,20,0.012141480004356709,0.0022440311398387223,4323.0,0.0,4146.0,0.0
Memoizacion,50388,20,0.0007029050044366159,0.00014756773804886826,159.0,0.0,495.0,0.0
Prog_Dinamica,50388,20,0.02381979500205489,0.0036993112445767597,6404.0,0.0,6581.0,0.0
Formula_Math,54264,20,0.015446250002423768,0.0022057448666741885,4879.0,0.0,4688.0,0.0
Memoizacion,54264,20,0.0007321000011870638,3.9772450591821164e-05,173.0,0.0,537.0,0.0
Prog_Dinamica,54264,20,0.026402764994418248,0.0038967027431230407,7418.0,0.0,7609.0,0.0
Formula_Math,75582,20,0.012035375001141801,0.0025489281512154887,4360.0,0.0,4182.0,0.0
Memoizacion,75582,20,0.0007080849958583712,0.00014067666790850797,160.0,0.0,498.0,0.0
Prog_Dinamica,75582,20,0.025168590003158898,0.00416920296360127,6520.0,0.0,6698.0,0.0
Formula_Math,77520,20,0.012551530003838707,0.0019216475442139684,4670.0,0.0,4484.0,0.0
Memoizacion,77520,20,0.000993570001446642,8.996629750172317e-05,168.0,0.0,522.0,0.0
Prog_Dinamica,77520,20,0.02734344000054989,0.004979526840580487,7140.0,0.0,7326.0,0.0
Formula_Math,92378,20,0.012347890000091866,0.0027177434149442898,4397.0,0.0,4218.0,0.0
Memoizacion,92378,20,0.0006258499968680553,7.067115977719309e-05,161.0,0.0,501.0,0.0
Prog_Dinamica,92378,20,0.02431129499600502,0.004855480038856955,6646.0,0.0,6825.0,0.0
Formula_Math,116280,20,0.01580188999796519,0.0031913960771152703,5367.0,0.0,5163.0,0.0
Memoizacion,116280,20,0.0007619800002430565,8.283974425653777e-05,185.0,0.0,574.0,0.0
Prog_Dinamica,116280,20,0.029116760003671516,0.004091992842574322,8477.0,0.0,8681.0,0.0
Formula_Math,125970,20,0.014521744998637587,0.0025619772764474895,5080.0,0.0,4883.0,0.0
Memoizacion,125970,20,0.0008068750030361116,0.00021666316371974308,178.0,0.0,553.0,0.0
Prog_Dinamica,125970,20,0.0265087699983269,0.004543089580845682,7954.0,0.0,8151.0,0.0
Formula_Math,167960,20,0.014632300006633158,0.002965018555730864,5119.0,0.0,4921.0,0.0
Memoizacion,167960,20,0.0009850700036622584,0.00015507647871537472,179.0,0.0,556.0,0.0
Prog_Dinamica,167960,20,0.028643145004753023,0.005565773114183739,8089.0,0.0,8287.0,0.0
Formula_Math,170544,20,0.014054350000515114,0.0017362557305625904,5787.0,0.0,5573.0,0.0
Memoizacion,170544,20,0.0011933049958315679,0.00023642486688408296,195.0,0.0,604.0,0.0
Prog_Dinamica,170544,20,0.033043505005480256,0.0057124298890484084,9441.0,0.0,9655.0,0.0
Formula_Math,184756,20,0.01544780999829527,0.002152943830007249,5158.0,0.0,4959.0,0.0
Memoizacion,184756,20,0.0009624400030588731,0.00021155327806244924,180.0,0.0,559.0,0.0
Prog_Dinamica,184756,20,0.031011194999155122,0.003919769022627676,8234.0,0.0,8433.0,0.0
Formula_Math,203490,20,0.018938280000293163,0.0020878864208157435,5877.0,0.0,5660.0,0.0
Memoizacion,203490,20,0.0009202700035530143,2.4893051803306846e-05,197.0,0.0,611.0,0.0
Prog_Dinamica,203490,20,0.04749854999827221,0.013107241490430526,9624.0,0.0,9841.0,0.0
Formula_Math,293930,20,0.016383039999345782,0.003330017734910944,5918.0,0.0,5700.0,0.0
Memoizacion,293930,20,0.0010142200000700541,0.00026854408648681853,198.0,0.0,614.0,0.0
Prog_Dinamica,293930,20,0.03926524499547668,0.007005004044622133,9768.0,0.0,9986.0,0.0
Formula_Math,319770,20,0.017162579999421723,0.0035276453647133145,6303.0,0.0,6076.0,0.0
Memoizacion,319770,20,0.001054905001365114,0.00021195353366489683,207.0,0.0,641.0,0.0
Prog_Dinamica,319770,20,0.04297904499835568,0.007994521128323348,10615.0,0.0,10842.0,0.0
Formula_Math,352716,20,0.015441205003298819,0.002636696558310108,5959.0,0.0,5740.0,0.0
Memoizacion,352716,20,0.000951345001521986,0.00023495066731466733,199.0,0.0,617.0,0.0
Prog_Dinamica,352716,20,0.040202244999818504,0.008479460409198909,9923.0,0.0,10142.0,0.0
Formula_Math,490314,20,0.02142803000024287,0.004731376036849957,7158.0,0.0,6911.0,0.0
Memoizacion,490314,20,0.0011235250000027007,0.0002653503257604407,226.0,0.0,699.0,0.0
Prog_Dinamica,490314,20,0.04334937000239734,0.006803260415460216,12432.0,0.0,12679.0,0.0
Formula_Math,497420,20,0.017809974997362588,0.0032397906040833612,6798.0,0.0,6559.0,0.0
Memoizacion,497420,20,0.0011820600018836557,0.00020765673910302582,218.0,0.0,675.0,0.0
Prog_Dinamica,497420,20,0.04194295500055887,0.007654572926775147,11703.0,0.0,11942.0,0.0
Formula_Math,646646,20,0.01848628000007011,0.0024347042490053205,6841.0,0.0,6601.0,0.0
Memoizacion,646646,20,0.0012127849957323633,0.00024076653733010031,219.0,0.0,678.0,0.0
Prog_Dinamica,646646,20,0.04752745000150753,0.011526557390614974,11868.0,0.0,12108.0,0.0
Formula_Math,705432,20,0.020227885003259873,0.0034281831192458853,6884.0,0.0,6643.0,0.0
Memoizacion,705432,20,0.0012073849968146533,0.00018379210967096646,220.0,0.0,681.0,0.0
Prog_Dinamica,705432,20,0.040409094998904035,0.005917081300622608,12044.0,0.0,12285.0,0.0
Formula_Math,817190,20,0.02215264000114985,0.003008489723506757,7763.0,0.0,7502.0,0.0
Memoizacion,817190,20,0.0012141499944846145,0.0001360673623346737,239.0,0.0,739.0,0.0
Prog_Dinamica,817190,20,0.04625018499791622,0.006450119774830867,13925.0,0.0,14186.0,0.0
Formula_Math,1144066,20,0.02483551999903284,0.004786501382954067,7808.0,0.0,7546.0,0.0
Memoizacion,1144066,20,0.0013805050009978003,0.00027038117264401067,240.0,0.0,742.0,0.0
Prog_Dinamica,1144066,20,0.048732509996625595,0.006825039313001114,14100.0,0.0,14362.0,0.0
Formula_Math,1307504,20,0.02295754499937175,0.003227988724707229,8276.0,0.0,8004.0,0.0
Memoizacion,1307504,20,0.0016546749990084208,0.00029915605179058795,250.0,0.0,772.0,0.0
Prog_Dinamica,1307504,20,0.05769194499880541,0.007037039145062952,15224.0,0.0,15496.0,0.0
Formula_Math,1352078,20,0.01954964499891503,0.0027035080548015525,7853.0,0.0,7590.0,0.0
Memoizacion,1352078,20,0.0018468350026523694,9.10169648217457e-05,241.0,0.0,745.0,0.0
Prog_Dinamica,1352078,20,0.04943864999950165,0.006381201070041581,14287.0,0.0,14550.0,0.0
Formula_Math,1961256,20,0.02615230499795871,0.004769885486939944,8864.0,0.0,8579.0,0.0
Memoizacion,1961256,20,0.0018867350037908182,0.00024185925041517588,262.0,0.0,809.0,0.0
Prog_Dinamica,1961256,20,0.05809206000121776,0.008616282403664438,16641.0,0.0,16926.0,0.0
Formula_Math,2496144,20,0.023505040002055465,0.00459964094557112,8911.0,0.0,8625.0,0.0
Memoizacion,2496144,20,0.0016323500021826476,0.00018680365847201984,263.0,0.0,812.0,0.0
Prog_Dinamica,2496144,20,0.05651726500072982,0.008386154330166304,16839.0,0.0,17125.0,0.0
Formula_Math,2704156,20,0.024765974997717422,0.0040958090177400175,8958.0,0.0,8671.0,0.0
Memoizacion,2704156,20,0.0016929350022110157,0.0003188450348630829,264.0,0.0,815.0,0.0
Prog_Dinamica,2704156,20,0.06247473999974318,0.007465291453182802,17049.0,0.0,17336.0,0.0
