Algoritmo,Valor_P,Repeticion,Tiempo_Segundos,Ops_Basicas,Llamadas_Iteraciones,Memoria_Peak_Bytes,Resultado
Memoizacion,15504,13,0.00042199998279102147,143,445,7752,"(20, 5)"
Memoizacion,15504,14,0.0004126999992877245,143,445,7752,"(20, 5)"
Memoizacion,15504,15,0.0004054000019095838,143,445,7752,"(20, 5)"
Memoizacion,15504,16,0.0004123999970033765,143,445,7752,"(20, 5)"
Memoizacion,15504,17,0.0004386999935377389,143,445,7752,"(20, 5)"
Memoizacion,15504,18,0.00044310002704150975,143,445,7752,"(20, 5)"
Memoizacion,15504,19,0.0004478000046219677,143,445,7752,"(20, 5)"
Memoizacion,15504,20,0.0004698999982792884,143,445,7752,"(20, 5)"
Memoizacion,18564,1,0.0008533000072930008,132,412,7752,"(18, 6)"
Memoizacion,18564,2,0.0008984000014606863,132,412,7752,"(18, 6)"
Memoizacion,18564,3,0.0006527999939862639,132,412,7752,"(18, 6)"
Memoizacion,18564,4,0.0006200000061653554,132,412,7752,"(18, 6)"
Memoizacion,18564,5,0.0007233000069390982,132,412,7752,"(18, 6)"
Memoizacion,18564,6,0.0004151000175625086,132,412,7752,"(18, 6)"
Memoizacion,18564,7,0.00041340000461786985,132,412,7752,"(18, 6)"
Memoizacion,18564,8,0.0004180000105407089,132,412,7752,"(18, 6)"
Memoizacion,18564,9,0.0004188000166323036,132,412,7752,"(18, 6)"
Memoizacion,18564,10,0.000457199988886714,132,412,7752,"(18, 6)"
Memoizacion,18564,11,0.0004515000036917627,132,412,7752,"(18, 6)"
Memoizacion,18564,12,0.00042460000258870423,132,412,7752,"(18, 6)"
Memoizacion,18564,13,0.00042570001096464694,132,412,7752,"(18, 6)"
Memoizacion,18564,14,0.00042490000487305224,132,412,7752,"(18, 6)"
Memoizacion,18564,15,0.00042240001494064927,132,412,7752,"(18, 6)"
Memoizacion,18564,16,0.00042050000047311187,132,412,7752,"(18, 6)"
Memoizacion,18564,17,0.00042070000199601054,132,412,7752,"(18, 6)"
Memoizacion,18564,18,0.0004199999966658652,132,412,7752,"(18, 6)"
Memoizacion,18564,19,0.0004206000012345612,132,412,7752,"(18, 6)"
Memoizacion,18564,20,0.00042189998202957213,132,412,7752,"(18, 6)"
Memoizacion,19448,1,0.0006988999957684427,126,394,7752,"(17, 7)"
Memoizacion,19448,2,0.0006681999948341399,126,394,7752,"(17, 7)"
Memoizacion,19448,3,0.0005792999872937799,126,394,7752,"(17, 7)"
Memoizacion,19448,4,0.0005819000070914626,126,394,7752,"(17, 7)"
Memoizacion,19448,5,0.0005824000108987093,126,394,7752,"(17, 7)"
Memoizacion,19448,6,0.0006285999843385071,126,394,7752,"(17, 7)"
Memoizacion,19448,7,0.00048160000005736947,126,394,7752,"(17, 7)"
Memoizacion,19448,8,0.00047649999032728374,126,394,7752,"(17, 7)"
Memoizacion,19448,9,0.0005234999989625067,126,394,7752,"(17, 7)"
Memoizacion,19448,10,0.00048630000674165785,126,394,7752,"(17, 7)"
Memoizacion,19448,11,0.0004826999793294817,126,394,7752,"(17, 7)"
Memoizacion,19448,12,0.0004783999756909907,126,394,7752,"(17, 7)"
Memoizacion,19448,13,0.0006576000014320016,126,394,7752,"(17, 7)"
Memoizacion,19448,14,0.0005702999769710004,126,394,7752,"(17, 7)"
Memoizacion,19448,15,0.0005402000097092241,126,394,7752,"(17, 7)"
Memoizacion,19448,16,0.0004954999894835055,126,394,7752,"(17, 7)"
Memoizacion,19448,17,0.0005088000034447759,126,394,7752,"(17, 7)"
Memoizacion,19448,18,0.0005020999815315008,126,394,7752,"(17, 7)"
Memoizacion,19448,19,0.0004875999875366688,126,394,7752,"(17, 7)"
Memoizacion,19448,20,0.0006504000048153102,126,394,7752,"(17, 7)"
Prog_Dinamica,1001,1,0.006374699994921684,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,2,0.0052174000011291355,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,3,0.005100200010929257,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,4,0.005035700014559552,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,5,0.005285099992761388,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,6,0.005145500006619841,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,7,0.005482300010044128,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,8,0.004664799984311685,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,9,0.005493700009537861,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,10,0.005759099993156269,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,11,0.005862399993930012,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,12,0.005465299997013062,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,13,0.005925700010266155,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,14,0.006411899987142533,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,15,0.008450299996184185,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,16,0.008406000008108094,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,17,0.00745689999894239,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,18,0.006110299989813939,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,19,0.005177799990633503,1532,1618,488,"(14, 4)"
Prog_Dinamica,1001,20,0.005129500001203269,1532,1618,488,"(14, 4)"
Prog_Dinamica,1287,1,0.008343800000147894,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,2,0.005688700010068715,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,3,0.005390600010287017,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,4,0.005993599974317476,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,5,0.006476300011854619,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,6,0.00637980000465177,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,7,0.006706099986331537,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,8,0.006359899998642504,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,9,0.007251300005009398,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,10,0.006152600020868704,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,11,0.006050000025425106,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,12,0.006606200011447072,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,13,0.0054225000203587115,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,14,0.004438000003574416,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,15,0.004580999986501411,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,16,0.004449600004591048,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,17,0.004626699985237792,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,18,0.004354000004241243,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,19,0.00714880001032725,1400,1482,488,"(13, 5)"
Prog_Dinamica,1287,20,0.006534200016176328,1400,1482,488,"(13, 5)"
Prog_Dinamica,1365,1,0.007746899995254353,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,2,0.008000100002391264,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,3,0.007488200004445389,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,4,0.008613100013462827,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,5,0.007836000004317611,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,6,0.006652499985648319,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,7,0.006679200014332309,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,8,0.006639200000790879,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,9,0.0077597000054083765,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,10,0.006608199997572228,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,11,0.009391600004164502,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,12,0.0075010999862570316,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,13,0.008140899997670203,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,14,0.007215899997390807,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,15,0.007153899990953505,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,16,0.008109400019748136,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,17,0.0075671999948099256,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,18,0.006632399978116155,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,19,0.006177200004458427,1787,1879,504,"(15, 4)"
Prog_Dinamica,1365,20,0.006101099977968261,1787,1879,504,"(15, 4)"
Prog_Dinamica,1716,1,0.0061910000222269446,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,2,0.008525999990524724,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,3,0.008512800006428733,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,4,0.004638500016881153,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,5,0.004444299993338063,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,6,0.004385700012790039,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,7,0.004255299980286509,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,8,0.004544499999610707,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,9,0.004912400007015094,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,10,0.004829699988476932,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,11,0.0046904000046197325,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,12,0.0046181000070646405,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,13,0.004451500019058585,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,14,0.006420600024284795,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,15,0.010188100015511736,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,16,0.006645599991315976,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,17,0.005084400007035583,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,18,0.004767400008859113,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,19,0.004783299984410405,1457,1540,504,"(13, 6)"
Prog_Dinamica,1716,20,0.004742999997688457,1457,1540,504,"(13, 6)"
Prog_Dinamica,1820,1,0.007457500003511086,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,2,0.007490199990570545,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,3,0.007065599987981841,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,4,0.010563399991951883,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,5,0.010798600007547066,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,6,0.010673300013877451,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,7,0.00851189999957569,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,8,0.009159800014458597,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,9,0.008099400001810864,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,10,0.012703000014880672,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,11,0.009595300012733787,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,12,0.010796099988510832,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,13,0.012172499991720542,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,14,0.011544000008143485,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,15,0.011379000003216788,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,16,0.01028970000334084,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,17,0.008849399979226291,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,18,0.009533700009342283,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,19,0.008548499987227842,2218,2322,504,"(16, 4)"
Prog_Dinamica,1820,20,0.009864799998467788,2218,2322,504,"(16, 4)"
Prog_Dinamica,2002,1,0.009481400018557906,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,2,0.0072954000206664205,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,3,0.0073148999945260584,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,4,0.007163100002799183,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,5,0.007293400005437434,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,6,0.006960300001082942,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,7,0.006889099982799962,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,8,0.006536999979289249,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,9,0.008712000009836629,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,10,0.00980830000480637,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,11,0.009109400009037927,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,12,0.008544599986635149,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,13,0.007866600004490465,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,14,0.008327500021550804,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,15,0.012342000001808628,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,16,0.006645399989793077,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,17,0.006097400008002296,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,18,0.005751099990447983,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,19,0.005760700005339459,1861,1956,504,"(14, 5)"
Prog_Dinamica,2002,20,0.006198899995069951,1861,1956,504,"(14, 5)"
Prog_Dinamica,2380,1,0.008730400004424155,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,2,0.00803190001170151,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,3,0.00827790002222173,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,4,0.008169200009433553,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,5,0.00812670000595972,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,6,0.008455699979094788,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,7,0.007804799999576062,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,8,0.008322499983478338,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,9,0.008368600014364347,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,10,0.008380399987800047,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,11,0.00832359999185428,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,12,0.009542699990561232,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,13,0.008165499981259927,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,14,0.008260700007667765,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,15,0.011484199989354238,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,16,0.009723099996335804,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,17,0.012654900026973337,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,18,0.008269400015706196,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,19,0.011097100010374561,2511,2621,520,"(17, 4)"
Prog_Dinamica,2380,20,0.013788199983537197,2511,2621,520,"(17, 4)"
Prog_Dinamica,3003,1,0.008829999977024272,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,2,0.006453600013628602,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,3,0.010595100000500679,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,4,0.009472700010519475,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,5,0.010035899991635233,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,6,0.007539699989138171,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,7,0.011112699983641505,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,8,0.010388599999714643,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,9,0.009511800017207861,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,10,0.014491799985989928,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,11,0.010688899987144396,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,12,0.010602100024698302,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,13,0.010661300009815022,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,14,0.011095900001237169,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,15,0.009727700002258644,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,16,0.01362779998453334,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,17,0.00957409999682568,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,18,0.0070940000005066395,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,19,0.006557199987582862,1924,2020,520,"(14, 6)"
Prog_Dinamica,3003,20,0.007182200002716854,1924,2020,520,"(14, 6)"
Prog_Dinamica,3060,1,0.011078500014264137,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,2,0.012852499989094213,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,3,0.010050599987152964,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,4,0.009286999993491918,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,5,0.013892199989641085,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,6,0.015513399994233623,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,7,0.012822500022593886,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,8,0.012069399992469698,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,9,0.01332699999329634,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,10,0.011896400013938546,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,11,0.012840500014135614,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,12,0.012506699975347146,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,13,0.010673000011593103,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,14,0.011575000011362135,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,15,0.012706799985608086,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,16,0.011342600017087534,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,17,0.011946499987971038,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,18,0.010163200000533834,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,19,0.010150100017199293,2896,3013,560,"(18, 4)"
Prog_Dinamica,3060,20,0.01029999999445863,2896,3013,560,"(18, 4)"
Prog_Dinamica,3432,1,0.0083429999940563,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,2,0.007967300014570355,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,3,0.00785250001354143,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,4,0.007571299996925518,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,5,0.010802699980558828,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,6,0.007560300000477582,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,7,0.009503200009930879,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,8,0.010647099989000708,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,9,0.01067200000397861,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,10,0.007848700013710186,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,11,0.01271670000278391,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,12,0.011542599997483194,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,13,0.011017000011634082,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,14,0.014244499994674698,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,15,0.01024369997321628,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,16,0.009242700005415827,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,17,0.007870100002037361,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,18,0.006725599989295006,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,19,0.00813990001915954,1994,2091,560,"(14, 7)"
Prog_Dinamica,3432,20,0.008749399974476546,1994,2091,560,"(14, 7)"
Prog_Dinamica,3876,1,0.013675399997737259,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,2,0.014679999992949888,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,3,0.017453799984650686,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,4,0.017355799995129928,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,5,0.012292600004002452,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,6,0.012366600014502183,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,7,0.014523599995300174,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,8,0.011732000013580546,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,9,0.016569500003242865,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,10,0.018668700009584427,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,11,0.012195399991469458,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,12,0.0135463000042364,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,13,0.012797900009900331,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,14,0.012486799998441711,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,15,0.01102770000579767,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,16,0.0109770999988541,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,17,0.010979999991832301,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,18,0.011038299999199808,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,19,0.014776299998629838,3396,3525,560,"(19, 4)"
Prog_Dinamica,3876,20,0.018615199980558828,3396,3525,560,"(19, 4)"
Prog_Dinamica,4368,1,0.019578300009015948,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,2,0.01459979999344796,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,3,0.011463600007118657,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,4,0.014896400010911748,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,5,0.011646700004348531,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,6,0.013255099998787045,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,7,0.016220000019529834,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,8,0.013712699990719557,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,9,0.0152280000038445,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,10,0.015371299989055842,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,11,0.013803799985907972,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,12,0.013523899979190901,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,13,0.011200800014194101,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,14,0.01008530001854524,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,15,0.01009419999900274,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,16,0.010583399998722598,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,17,0.010265399992931634,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,18,0.01019499998074025,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,19,0.010131799994269386,2723,2838,560,"(16, 5)"
Prog_Dinamica,4368,20,0.011001799983205274,2723,2838,560,"(16, 5)"
Prog_Dinamica,4845,1,0.022965600015595555,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,2,0.016764700005296618,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,3,0.020804200001293793,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,4,0.018709099997067824,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,5,0.015649699984351173,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,6,0.014061399997444823,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,7,0.014010699989739805,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,8,0.017088099993998185,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,9,0.018356699991272762,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,10,0.016843799996422604,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,11,0.014784099999815226,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,12,0.01678080001147464,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,13,0.0132455000129994,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,14,0.013739999994868413,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,15,0.01581779998377897,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,16,0.011875500000314787,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,17,0.012856700021075085,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,18,0.013878600002499297,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,19,0.015372900001239032,3749,3884,560,"(20, 4)"
Prog_Dinamica,4845,20,0.016012600011890754,3749,3884,560,"(20, 4)"
Prog_Dinamica,5005,1,0.01402329999837093,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,2,0.01627980000921525,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,3,0.019242199981817976,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,4,0.013753200008068234,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,5,0.008417400007601827,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,6,0.012638300016988069,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,7,0.012811799999326468,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,8,0.009591300011379644,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,9,0.011589500005356967,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,10,0.011063699988881126,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,11,0.009247600013623014,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,12,0.008788400009507313,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,13,0.008489400002872571,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,14,0.008450799999991432,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,15,0.008457300020381808,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,16,0.012151500006439164,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,17,0.009568000008584931,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,18,0.011350199987646192,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,19,0.011559100006707013,2504,2614,560,"(15, 6)"
Prog_Dinamica,5005,20,0.01125859998865053,2504,2614,560,"(15, 6)"
Prog_Dinamica,6188,1,0.01168679998954758,3110,3232,560,"(17, 5)"
Prog_Dinamica,6188,2,0.017504499992355704,3110,3232,560,"(17, 5)"
Prog_Dinamica,6188,3,0.01139189998502843,3110,3232,560,"(17, 5)"
Prog_Dinamica,6188,4,0.016652600024826825,3110,3232,560,"(17, 5)"
Prog_Dinamica,6188,5,0.012612699996680021,3110,3232,560,"(17, 5)"
Prog_Dinamica,6188,6,0.011675300018396229,3110,3232,560,"(17, 5)"
Prog_Dinamica,6188,7,0.011618899996392429,3110,3232,560,"(17, 5)"
Prog_Dinamica,6188,8,0.016790399997262284,3110,3232,560,"(17, 5)"
Prog_Dinamica,6188,9,0.015982800017809495,3110,3232,560,"(17, 5)"
Prog_Dinamica,6188,10,0.014666899980511516,3110,3232,560,"(17, 5)"
Prog_Dinamica,6188,11,0.015959600015776232,3110,3232,560,"(17, 5)"
Prog_Dinamica,6188,12,0.013513499987311661,3110,3232,560,"(17, 5)"
Prog_Dinamica,6188,13,0.011132499988889322,3110,3232,560,"(17, 5)"
Prog_Dinamica,6188,14,0.01287219999358058,3110,3232,560,"(17, 5)"
Prog_Dinamica,6188,15,0.011859899997944012,3110,3232,560,"(17, 5)"
