Algoritmo,Valor_P,Repeticion,Tiempo_Segundos,Ops_Basicas,Llamadas_Iteraciones,Memoria_Peak_Bytes,Resultado
Prog_Dinamica,28,11,0.0006614000012632459,149,174,272,"(8, 2)"
Prog_Dinamica,28,12,0.0006695000047329813,149,174,272,"(8, 2)"
Prog_Dinamica,28,13,0.0006762999983038753,149,174,272,"(8, 2)"
Prog_Dinamica,28,14,0.0006439000135287642,149,174,272,"(8, 2)"
Prog_Dinamica,28,15,0.0006494999979622662,149,174,272,"(8, 2)"
Prog_Dinamica,28,16,0.0006493999972008169,149,174,272,"(8, 2)"
Prog_Dinamica,28,17,0.0006511999818030745,149,174,272,"(8, 2)"
Prog_Dinamica,28,18,0.0006659000064246356,149,174,272,"(8, 2)"
Prog_Dinamica,28,19,0.000670600013108924,149,174,272,"(8, 2)"
Prog_Dinamica,28,20,0.0006715999916195869,149,174,272,"(8, 2)"
Prog_Dinamica,35,1,0.0006953999982215464,123,146,272,"(7, 3)"
Prog_Dinamica,35,2,0.0006677999917883426,123,146,272,"(7, 3)"
Prog_Dinamica,35,3,0.0006610999989788979,123,146,272,"(7, 3)"
Prog_Dinamica,35,4,0.0005247000080998987,123,146,272,"(7, 3)"
Prog_Dinamica,35,5,0.00046370000927709043,123,146,272,"(7, 3)"
Prog_Dinamica,35,6,0.00046439998550340533,123,146,272,"(7, 3)"
Prog_Dinamica,35,7,0.0004644000146072358,123,146,272,"(7, 3)"
Prog_Dinamica,35,8,0.00046370000927709043,123,146,272,"(7, 3)"
Prog_Dinamica,35,9,0.0004718999844044447,123,146,272,"(7, 3)"
Prog_Dinamica,35,10,0.00046370000927709043,123,146,272,"(7, 3)"
Prog_Dinamica,35,11,0.00047149998135864735,123,146,272,"(7, 3)"
Prog_Dinamica,35,12,0.000464299984741956,123,146,272,"(7, 3)"
Prog_Dinamica,35,13,0.0005546000029426068,123,146,272,"(7, 3)"
Prog_Dinamica,35,14,0.0004613999917637557,123,146,272,"(7, 3)"
Prog_Dinamica,35,15,0.00046910002129152417,123,146,272,"(7, 3)"
Prog_Dinamica,35,16,0.0004856000014115125,123,146,272,"(7, 3)"
Prog_Dinamica,35,17,0.00047980001545511186,123,146,272,"(7, 3)"
Prog_Dinamica,35,18,0.0004726000188384205,123,146,272,"(7, 3)"
Prog_Dinamica,35,19,0.00048480002442374825,123,146,272,"(7, 3)"
Prog_Dinamica,35,20,0.0004721999866887927,123,146,272,"(7, 3)"
Prog_Dinamica,36,1,0.001451499992981553,229,261,296,"(9, 2)"
Prog_Dinamica,36,2,0.00119859998812899,229,261,296,"(9, 2)"
Prog_Dinamica,36,3,0.0010628999734763056,229,261,296,"(9, 2)"
Prog_Dinamica,36,4,0.0009421999857295305,229,261,296,"(9, 2)"
Prog_Dinamica,36,5,0.0009460000146646053,229,261,296,"(9, 2)"
Prog_Dinamica,36,6,0.000968400010606274,229,261,296,"(9, 2)"
Prog_Dinamica,36,7,0.0009686000121291727,229,261,296,"(9, 2)"
Prog_Dinamica,36,8,0.0009911999804899096,229,261,296,"(9, 2)"
Prog_Dinamica,36,9,0.000989699998172,229,261,296,"(9, 2)"
Prog_Dinamica,36,10,0.0009662999946158379,229,261,296,"(9, 2)"
Prog_Dinamica,36,11,0.0007946000259835273,229,261,296,"(9, 2)"
Prog_Dinamica,36,12,0.0007875000010244548,229,261,296,"(9, 2)"
Prog_Dinamica,36,13,0.0008233000116888434,229,261,296,"(9, 2)"
Prog_Dinamica,36,14,0.000798200024291873,229,261,296,"(9, 2)"
Prog_Dinamica,36,15,0.000765799981309101,229,261,296,"(9, 2)"
Prog_Dinamica,36,16,0.0007969000143930316,229,261,296,"(9, 2)"
Prog_Dinamica,36,17,0.0008200999873224646,229,261,296,"(9, 2)"
Prog_Dinamica,36,18,0.001198299985844642,229,261,296,"(9, 2)"
Prog_Dinamica,36,19,0.0014504000137094408,229,261,296,"(9, 2)"
Prog_Dinamica,36,20,0.0014921000110916793,229,261,296,"(9, 2)"
Prog_Dinamica,45,1,0.0013768000062555075,284,319,328,"(10, 2)"
Prog_Dinamica,45,2,0.0013075000024400651,284,319,328,"(10, 2)"
Prog_Dinamica,45,3,0.0011524000146891922,284,319,328,"(10, 2)"
Prog_Dinamica,45,4,0.0010288000048603863,284,319,328,"(10, 2)"
Prog_Dinamica,45,5,0.001028400001814589,284,319,328,"(10, 2)"
Prog_Dinamica,45,6,0.001025900011882186,284,319,328,"(10, 2)"
Prog_Dinamica,45,7,0.001035199995385483,284,319,328,"(10, 2)"
Prog_Dinamica,45,8,0.001045000011799857,284,319,328,"(10, 2)"
Prog_Dinamica,45,9,0.0010642000124789774,284,319,328,"(10, 2)"
Prog_Dinamica,45,10,0.001162699976703152,284,319,328,"(10, 2)"
Prog_Dinamica,45,11,0.0010448000102769583,284,319,328,"(10, 2)"
Prog_Dinamica,45,12,0.001045399985741824,284,319,328,"(10, 2)"
Prog_Dinamica,45,13,0.0010291000071447343,284,319,328,"(10, 2)"
Prog_Dinamica,45,14,0.0010278999980073422,284,319,328,"(10, 2)"
Prog_Dinamica,45,15,0.0010320000001229346,284,319,328,"(10, 2)"
Prog_Dinamica,45,16,0.0009559000027365983,284,319,328,"(10, 2)"
Prog_Dinamica,45,17,0.0008461000106763095,284,319,328,"(10, 2)"
Prog_Dinamica,45,18,0.0008519000257365406,284,319,328,"(10, 2)"
Prog_Dinamica,45,19,0.0008532000065315515,284,319,328,"(10, 2)"
Prog_Dinamica,45,20,0.0008623999892733991,284,319,328,"(10, 2)"
Prog_Dinamica,55,1,0.0010724000167101622,346,384,336,"(11, 2)"
Prog_Dinamica,55,2,0.0011236999998800457,346,384,336,"(11, 2)"
Prog_Dinamica,55,3,0.0011079999967478216,346,384,336,"(11, 2)"
Prog_Dinamica,55,4,0.0010772000241558999,346,384,336,"(11, 2)"
Prog_Dinamica,55,5,0.0010677999816834927,346,384,336,"(11, 2)"
Prog_Dinamica,55,6,0.0011277000012341887,346,384,336,"(11, 2)"
Prog_Dinamica,55,7,0.0011325000086799264,346,384,336,"(11, 2)"
Prog_Dinamica,55,8,0.0011391000007279217,346,384,336,"(11, 2)"
Prog_Dinamica,55,9,0.001134599995566532,346,384,336,"(11, 2)"
Prog_Dinamica,55,10,0.0011473000049591064,346,384,336,"(11, 2)"
Prog_Dinamica,55,11,0.0011415999906603247,346,384,336,"(11, 2)"
Prog_Dinamica,55,12,0.001104700000723824,346,384,336,"(11, 2)"
Prog_Dinamica,55,13,0.001105600007576868,346,384,336,"(11, 2)"
Prog_Dinamica,55,14,0.0010667000024113804,346,384,336,"(11, 2)"
Prog_Dinamica,55,15,0.0010731000220403075,346,384,336,"(11, 2)"
Prog_Dinamica,55,16,0.0010780000011436641,346,384,336,"(11, 2)"
Prog_Dinamica,55,17,0.0010729999921750277,346,384,336,"(11, 2)"
Prog_Dinamica,55,18,0.0011075999937020242,346,384,336,"(11, 2)"
Prog_Dinamica,55,19,0.0010947000118903816,346,384,336,"(11, 2)"
Prog_Dinamica,55,20,0.001125000009778887,346,384,336,"(11, 2)"
Prog_Dinamica,56,1,0.0005818000063300133,199,229,272,"(8, 3)"
Prog_Dinamica,56,2,0.0005825000116601586,199,229,272,"(8, 3)"
Prog_Dinamica,56,3,0.0005952999927103519,199,229,272,"(8, 3)"
Prog_Dinamica,56,4,0.0005898999806959182,199,229,272,"(8, 3)"
Prog_Dinamica,56,5,0.0005813000025227666,199,229,272,"(8, 3)"
Prog_Dinamica,56,6,0.0005801999941468239,199,229,272,"(8, 3)"
Prog_Dinamica,56,7,0.0005738000036217272,199,229,272,"(8, 3)"
Prog_Dinamica,56,8,0.000824799994006753,199,229,272,"(8, 3)"
Prog_Dinamica,56,9,0.001280700002098456,199,229,272,"(8, 3)"
Prog_Dinamica,56,10,0.001290899992454797,199,229,272,"(8, 3)"
Prog_Dinamica,56,11,0.0011505000002216548,199,229,272,"(8, 3)"
Prog_Dinamica,56,12,0.0010836999863386154,199,229,272,"(8, 3)"
Prog_Dinamica,56,13,0.0013242999848444015,199,229,272,"(8, 3)"
Prog_Dinamica,56,14,0.001469200011342764,199,229,272,"(8, 3)"
Prog_Dinamica,56,15,0.0012209000124130398,199,229,272,"(8, 3)"
Prog_Dinamica,56,16,0.0010650000185705721,199,229,272,"(8, 3)"
Prog_Dinamica,56,17,0.0008791000000201166,199,229,272,"(8, 3)"
Prog_Dinamica,56,18,0.0011487000156193972,199,229,272,"(8, 3)"
Prog_Dinamica,56,19,0.001225099986186251,199,229,272,"(8, 3)"
Prog_Dinamica,56,20,0.001174800010630861,199,229,272,"(8, 3)"
Prog_Dinamica,66,1,0.0027021999994758517,437,479,336,"(12, 2)"
Prog_Dinamica,66,2,0.0018356999789830297,437,479,336,"(12, 2)"
Prog_Dinamica,66,3,0.0022763999877497554,437,479,336,"(12, 2)"
Prog_Dinamica,66,4,0.0014490000030491501,437,479,336,"(12, 2)"
Prog_Dinamica,66,5,0.0014465000131167471,437,479,336,"(12, 2)"
Prog_Dinamica,66,6,0.0014226000057533383,437,479,336,"(12, 2)"
Prog_Dinamica,66,7,0.00141940001049079,437,479,336,"(12, 2)"
Prog_Dinamica,66,8,0.001433900004485622,437,479,336,"(12, 2)"
Prog_Dinamica,66,9,0.0014461000100709498,437,479,336,"(12, 2)"
Prog_Dinamica,66,10,0.0014543999859597534,437,479,336,"(12, 2)"
Prog_Dinamica,66,11,0.0014530000044032931,437,479,336,"(12, 2)"
Prog_Dinamica,66,12,0.0014539000112563372,437,479,336,"(12, 2)"
Prog_Dinamica,66,13,0.001451499992981553,437,479,336,"(12, 2)"
Prog_Dinamica,66,14,0.0014284999924711883,437,479,336,"(12, 2)"
Prog_Dinamica,66,15,0.0014297000016085804,437,479,336,"(12, 2)"
Prog_Dinamica,66,16,0.0013940999924670905,437,479,336,"(12, 2)"
Prog_Dinamica,66,17,0.0014019000227563083,437,479,336,"(12, 2)"
Prog_Dinamica,66,18,0.001433600002201274,437,479,336,"(12, 2)"
Prog_Dinamica,66,19,0.0014475999923888594,437,479,336,"(12, 2)"
Prog_Dinamica,66,20,0.0014476999931503087,437,479,336,"(12, 2)"
Prog_Dinamica,70,1,0.0007026999955996871,221,252,280,"(8, 4)"
Prog_Dinamica,70,2,0.000700599979609251,221,252,280,"(8, 4)"
Prog_Dinamica,70,3,0.0007030999986454844,221,252,280,"(8, 4)"
Prog_Dinamica,70,4,0.0006744000129401684,221,252,280,"(8, 4)"
Prog_Dinamica,70,5,0.0006003000016789883,221,252,280,"(8, 4)"
Prog_Dinamica,70,6,0.0006020000146236271,221,252,280,"(8, 4)"
Prog_Dinamica,70,7,0.0005978999834042042,221,252,280,"(8, 4)"
Prog_Dinamica,70,8,0.0006009000062476844,221,252,280,"(8, 4)"
Prog_Dinamica,70,9,0.0006017000123392791,221,252,280,"(8, 4)"
Prog_Dinamica,70,10,0.0007215999939944595,221,252,280,"(8, 4)"
Prog_Dinamica,70,11,0.0006807000027038157,221,252,280,"(8, 4)"
Prog_Dinamica,70,12,0.0006917999999132007,221,252,280,"(8, 4)"
Prog_Dinamica,70,13,0.0006987999950069934,221,252,280,"(8, 4)"
Prog_Dinamica,70,14,0.0006951999966986477,221,252,280,"(8, 4)"
Prog_Dinamica,70,15,0.0006982000195421278,221,252,280,"(8, 4)"
Prog_Dinamica,70,16,0.0006810000049881637,221,252,280,"(8, 4)"
Prog_Dinamica,70,17,0.00068450000253506,221,252,280,"(8, 4)"
Prog_Dinamica,70,18,0.0006818999827373773,221,252,280,"(8, 4)"
Prog_Dinamica,70,19,0.0006837999972049147,221,252,280,"(8, 4)"
Prog_Dinamica,70,20,0.0006825999880675226,221,252,280,"(8, 4)"
Prog_Dinamica,78,1,0.0032937999931164086,551,600,336,"(13, 2)"
Prog_Dinamica,78,2,0.0024431000056210905,551,600,336,"(13, 2)"
Prog_Dinamica,78,3,0.002390499983448535,551,600,336,"(13, 2)"
Prog_Dinamica,78,4,0.0023250000085681677,551,600,336,"(13, 2)"
Prog_Dinamica,78,5,0.002227200020570308,551,600,336,"(13, 2)"
Prog_Dinamica,78,6,0.0019603999971877784,551,600,336,"(13, 2)"
Prog_Dinamica,78,7,0.0022090999991633,551,600,336,"(13, 2)"
Prog_Dinamica,78,8,0.001958400011062622,551,600,336,"(13, 2)"
Prog_Dinamica,78,9,0.0019261999987065792,551,600,336,"(13, 2)"
Prog_Dinamica,78,10,0.001909599988721311,551,600,336,"(13, 2)"
Prog_Dinamica,78,11,0.002870299998903647,551,600,336,"(13, 2)"
Prog_Dinamica,78,12,0.0026876000047195703,551,600,336,"(13, 2)"
Prog_Dinamica,78,13,0.002437499992083758,551,600,336,"(13, 2)"
Prog_Dinamica,78,14,0.0024068999919109046,551,600,336,"(13, 2)"
Prog_Dinamica,78,15,0.0024277000047732145,551,600,336,"(13, 2)"
Prog_Dinamica,78,16,0.0023896000056993216,551,600,336,"(13, 2)"
Prog_Dinamica,78,17,0.0023914000194054097,551,600,336,"(13, 2)"
Prog_Dinamica,78,18,0.0022547999978996813,551,600,336,"(13, 2)"
Prog_Dinamica,78,19,0.0019856999861076474,551,600,336,"(13, 2)"
Prog_Dinamica,78,20,0.0032038000063039362,551,600,336,"(13, 2)"
Prog_Dinamica,84,1,0.0016422000189777464,310,348,336,"(9, 3)"
Prog_Dinamica,84,2,0.0013923000078648329,310,348,336,"(9, 3)"
Prog_Dinamica,84,3,0.00120009999955073,310,348,336,"(9, 3)"
Prog_Dinamica,84,4,0.0011480999819468707,310,348,336,"(9, 3)"
Prog_Dinamica,84,5,0.0011508000025060028,310,348,336,"(9, 3)"
Prog_Dinamica,84,6,0.0010615000210236758,310,348,336,"(9, 3)"
Prog_Dinamica,84,7,0.0009495000122115016,310,348,336,"(9, 3)"
Prog_Dinamica,84,8,0.0009547999943606555,310,348,336,"(9, 3)"
Prog_Dinamica,84,9,0.0009569999820087105,310,348,336,"(9, 3)"
Prog_Dinamica,84,10,0.0009477999992668629,310,348,336,"(9, 3)"
Prog_Dinamica,84,11,0.0010115999903064221,310,348,336,"(9, 3)"
Prog_Dinamica,84,12,0.0009550999966450036,310,348,336,"(9, 3)"
Prog_Dinamica,84,13,0.0009675999754108489,310,348,336,"(9, 3)"
Prog_Dinamica,84,14,0.0009508999937679619,310,348,336,"(9, 3)"
Prog_Dinamica,84,15,0.000947400025324896,310,348,336,"(9, 3)"
Prog_Dinamica,84,16,0.0009450000070501119,310,348,336,"(9, 3)"
Prog_Dinamica,84,17,0.000965000013820827,310,348,336,"(9, 3)"
Prog_Dinamica,84,18,0.0009528000082354993,310,348,336,"(9, 3)"
Prog_Dinamica,84,19,0.0009617999894544482,310,348,336,"(9, 3)"
Prog_Dinamica,84,20,0.0009602000063750893,310,348,336,"(9, 3)"
Prog_Dinamica,91,1,0.003731199976755306,660,713,360,"(14, 2)"
Prog_Dinamica,91,2,0.0036779000074602664,660,713,360,"(14, 2)"
Prog_Dinamica,91,3,0.0038881000073160976,660,713,360,"(14, 2)"
Prog_Dinamica,91,4,0.0034294999786652625,660,713,360,"(14, 2)"
Prog_Dinamica,91,5,0.003753500001039356,660,713,360,"(14, 2)"
Prog_Dinamica,91,6,0.0038899999926798046,660,713,360,"(14, 2)"
Prog_Dinamica,91,7,0.0038890999858267605,660,713,360,"(14, 2)"
Prog_Dinamica,91,8,0.00363290001405403,660,713,360,"(14, 2)"
Prog_Dinamica,91,9,0.0026932999899145216,660,713,360,"(14, 2)"
Prog_Dinamica,91,10,0.0026267000066582114,660,713,360,"(14, 2)"
Prog_Dinamica,91,11,0.002615500008687377,660,713,360,"(14, 2)"
Prog_Dinamica,91,12,0.0026243999891448766,660,713,360,"(14, 2)"
Prog_Dinamica,91,13,0.002626300003612414,660,713,360,"(14, 2)"
Prog_Dinamica,91,14,0.0026291999965906143,660,713,360,"(14, 2)"
Prog_Dinamica,91,15,0.0026375000015832484,660,713,360,"(14, 2)"
Prog_Dinamica,91,16,0.0026566000015009195,660,713,360,"(14, 2)"
Prog_Dinamica,91,17,0.0025436999858357012,660,713,360,"(14, 2)"
Prog_Dinamica,91,18,0.00230540000484325,660,713,360,"(14, 2)"
Prog_Dinamica,91,19,0.002258200023788959,660,713,360,"(14, 2)"
Prog_Dinamica,91,20,0.0023305999930016696,660,713,360,"(14, 2)"
Prog_Dinamica,105,1,0.004750299995066598,750,806,368,"(15, 2)"
Prog_Dinamica,105,2,0.004050399991683662,750,806,368,"(15, 2)"
Prog_Dinamica,105,3,0.003038299997569993,750,806,368,"(15, 2)"
Prog_Dinamica,105,4,0.002683500002603978,750,806,368,"(15, 2)"
Prog_Dinamica,105,5,0.0026974999927915633,750,806,368,"(15, 2)"
Prog_Dinamica,105,6,0.0027153999835718423,750,806,368,"(15, 2)"
Prog_Dinamica,105,7,0.002941699989605695,750,806,368,"(15, 2)"
Prog_Dinamica,105,8,0.0029288999794516712,750,806,368,"(15, 2)"
Prog_Dinamica,105,9,0.0029109000170137733,750,806,368,"(15, 2)"
Prog_Dinamica,105,10,0.0028817999991588295,750,806,368,"(15, 2)"
Prog_Dinamica,105,11,0.0029192999936640263,750,806,368,"(15, 2)"
Prog_Dinamica,105,12,0.0029073000187054276,750,806,368,"(15, 2)"
Prog_Dinamica,105,13,0.0026476999919395894,750,806,368,"(15, 2)"
Prog_Dinamica,105,14,0.00280609997571446,750,806,368,"(15, 2)"
Prog_Dinamica,105,15,0.0028803999884985387,750,806,368,"(15, 2)"
Prog_Dinamica,105,16,0.002605199988465756,750,806,368,"(15, 2)"
Prog_Dinamica,105,17,0.0036315000033937395,750,806,368,"(15, 2)"
Prog_Dinamica,105,18,0.0040969999972730875,750,806,368,"(15, 2)"
Prog_Dinamica,105,19,0.0038822999922558665,750,806,368,"(15, 2)"
Prog_Dinamica,105,20,0.004007900017313659,750,806,368,"(15, 2)"
Prog_Dinamica,120,1,0.001989200012758374,394,436,344,"(10, 3)"
Prog_Dinamica,120,2,0.0017463000258430839,394,436,344,"(10, 3)"
Prog_Dinamica,120,3,0.0014494999777525663,394,436,344,"(10, 3)"
Prog_Dinamica,120,4,0.0013575000048149377,394,436,344,"(10, 3)"
Prog_Dinamica,120,5,0.0015903000021353364,394,436,344,"(10, 3)"
Prog_Dinamica,120,6,0.002035999990766868,394,436,344,"(10, 3)"
Prog_Dinamica,120,7,0.0020280999888200313,394,436,344,"(10, 3)"
Prog_Dinamica,120,8,0.0019049000111408532,394,436,344,"(10, 3)"
Prog_Dinamica,120,9,0.0018791999900713563,394,436,344,"(10, 3)"
Prog_Dinamica,120,10,0.0020111000048927963,394,436,344,"(10, 3)"
Prog_Dinamica,120,11,0.0027077000122517347,394,436,344,"(10, 3)"
Prog_Dinamica,120,12,0.0018472000083420426,394,436,344,"(10, 3)"
Prog_Dinamica,120,13,0.0017566000169608742,394,436,344,"(10, 3)"
Prog_Dinamica,120,14,0.0016107000119518489,394,436,344,"(10, 3)"
Prog_Dinamica,120,15,0.0016028000100050122,394,436,344,"(10, 3)"
Prog_Dinamica,120,16,0.0018248999840579927,394,436,344,"(10, 3)"
Prog_Dinamica,120,17,0.0018279000069014728,394,436,344,"(10, 3)"
Prog_Dinamica,120,18,0.0017796999891288579,394,436,344,"(10, 3)"
Prog_Dinamica,120,19,0.0017080999969039112,394,436,344,"(10, 3)"
Prog_Dinamica,120,20,0.0018118000007234514,394,436,344,"(10, 3)"
Prog_Dinamica,126,1,0.0017575000238139182,336,375,344,"(9, 4)"
Prog_Dinamica,126,2,0.001507400011178106,336,375,344,"(9, 4)"
Prog_Dinamica,126,3,0.0012285999837331474,336,375,344,"(9, 4)"
Prog_Dinamica,126,4,0.0012626999814528972,336,375,344,"(9, 4)"
Prog_Dinamica,126,5,0.001123800000641495,336,375,344,"(9, 4)"
Prog_Dinamica,126,6,0.0011023000115528703,336,375,344,"(9, 4)"
Prog_Dinamica,126,7,0.001102200010791421,336,375,344,"(9, 4)"
Prog_Dinamica,126,8,0.0011078999959863722,336,375,344,"(9, 4)"
Prog_Dinamica,126,9,0.0011073999921791255,336,375,344,"(9, 4)"
Prog_Dinamica,126,10,0.0011021000100299716,336,375,344,"(9, 4)"
Prog_Dinamica,126,11,0.0017133000073954463,336,375,344,"(9, 4)"
Prog_Dinamica,126,12,0.0022584999969694763,336,375,344,"(9, 4)"
Prog_Dinamica,126,13,0.002593999990494922,336,375,344,"(9, 4)"
Prog_Dinamica,126,14,0.0018273000023327768,336,375,344,"(9, 4)"
Prog_Dinamica,126,15,0.001967099989997223,336,375,344,"(9, 4)"
Prog_Dinamica,126,16,0.0023163000005297363,336,375,344,"(9, 4)"
Prog_Dinamica,126,17,0.0013903999933972955,336,375,344,"(9, 4)"
Prog_Dinamica,126,18,0.0013970999862067401,336,375,344,"(9, 4)"
Prog_Dinamica,126,19,0.001723399996990338,336,375,344,"(9, 4)"
Prog_Dinamica,126,20,0.002054700016742572,336,375,344,"(9, 4)"
Prog_Dinamica,136,1,0.006250500009628013,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,2,0.005419199995230883,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,3,0.005505499982973561,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,4,0.00565679999999702,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,5,0.0055195000022649765,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,6,0.0055404999875463545,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,7,0.005465199996251613,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,8,0.005092500010505319,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,9,0.005583499994827434,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,10,0.004809799982467666,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,11,0.007866200001444668,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,12,0.005774299992481247,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,13,0.004468099999940023,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,14,0.004324200010159984,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,15,0.004381699982332066,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,16,0.003414100006921217,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,17,0.005522199993720278,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,18,0.006057399994460866,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,19,0.003771399991819635,1051,1119,368,"(17, 2)"
Prog_Dinamica,136,20,0.0036826000141445547,1051,1119,368,"(17, 2)"
Prog_Dinamica,153,1,0.007537199999205768,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,2,0.0061135000141803175,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,3,0.0068627999862656,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,4,0.005917400005273521,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,5,0.005803499981993809,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,6,0.005370500002754852,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,7,0.005216300021857023,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,8,0.004916399979265407,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,9,0.004102000006241724,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,10,0.003769800008740276,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,11,0.005725199996959418,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,12,0.004216100001940504,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,13,0.00423300001421012,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,14,0.004105700005311519,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,15,0.004385000007459894,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,16,0.004127899999730289,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,17,0.004119999997783452,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,18,0.004226199991535395,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,19,0.004671700007747859,1162,1233,368,"(18, 2)"
Prog_Dinamica,153,20,0.004192399996099994,1162,1233,368,"(18, 2)"
Prog_Dinamica,165,1,0.001865199999883771,559,610,344,"(11, 3)"
Prog_Dinamica,165,2,0.0018966000061482191,559,610,344,"(11, 3)"
Prog_Dinamica,165,3,0.0018522999889682978,559,610,344,"(11, 3)"
Prog_Dinamica,165,4,0.002337199985049665,559,610,344,"(11, 3)"
Prog_Dinamica,165,5,0.00307880001491867,559,610,344,"(11, 3)"
Prog_Dinamica,165,6,0.0028454000130295753,559,610,344,"(11, 3)"
Prog_Dinamica,165,7,0.002970399975311011,559,610,344,"(11, 3)"
Prog_Dinamica,165,8,0.002678599994396791,559,610,344,"(11, 3)"
Prog_Dinamica,165,9,0.0018324000120628625,559,610,344,"(11, 3)"
Prog_Dinamica,165,10,0.0018712999881245196,559,610,344,"(11, 3)"
Prog_Dinamica,165,11,0.0018891000072471797,559,610,344,"(11, 3)"
Prog_Dinamica,165,12,0.0018748999864328653,559,610,344,"(11, 3)"
Prog_Dinamica,165,13,0.0018475999822840095,559,610,344,"(11, 3)"
Prog_Dinamica,165,14,0.001850400003604591,559,610,344,"(11, 3)"
Prog_Dinamica,165,15,0.0018631999846547842,559,610,344,"(11, 3)"
Prog_Dinamica,165,16,0.0018791000184137374,559,610,344,"(11, 3)"
Prog_Dinamica,165,17,0.0018702000088524073,559,610,344,"(11, 3)"
Prog_Dinamica,165,18,0.0018490999937057495,559,610,344,"(11, 3)"
Prog_Dinamica,165,19,0.0018572999979369342,559,610,344,"(11, 3)"
Prog_Dinamica,165,20,0.004578599997330457,559,610,344,"(11, 3)"
Prog_Dinamica,210,1,0.0028486000082921237,494,542,344,"(10, 4)"
Prog_Dinamica,210,2,0.0019850999815389514,494,542,344,"(10, 4)"
Prog_Dinamica,210,3,0.002126600011251867,494,542,344,"(10, 4)"
Prog_Dinamica,210,4,0.002282799978274852,494,542,344,"(10, 4)"
Prog_Dinamica,210,5,0.0020565999730024487,494,542,344,"(10, 4)"
Prog_Dinamica,210,6,0.002122100006090477,494,542,344,"(10, 4)"
Prog_Dinamica,210,7,0.002053100004559383,494,542,344,"(10, 4)"
Prog_Dinamica,210,8,0.002051000017672777,494,542,344,"(10, 4)"
Prog_Dinamica,210,9,0.002003900008276105,494,542,344,"(10, 4)"
Prog_Dinamica,210,10,0.0020037000067532063,494,542,344,"(10, 4)"
Prog_Dinamica,210,11,0.001993799989577383,494,542,344,"(10, 4)"
Prog_Dinamica,210,12,0.0019527999975252897,494,542,344,"(10, 4)"
Prog_Dinamica,210,13,0.0019975000177510083,494,542,344,"(10, 4)"
Prog_Dinamica,210,14,0.0020423999812919647,494,542,344,"(10, 4)"
Prog_Dinamica,210,15,0.0017800999921746552,494,542,344,"(10, 4)"
Prog_Dinamica,210,16,0.0016179000085685402,494,542,344,"(10, 4)"
Prog_Dinamica,210,17,0.001603799988515675,494,542,344,"(10, 4)"
Prog_Dinamica,210,18,0.0016067999822553247,494,542,344,"(10, 4)"
Prog_Dinamica,210,19,0.0017466000281274319,494,542,344,"(10, 4)"
Prog_Dinamica,210,20,0.001655100000789389,494,542,344,"(10, 4)"
Prog_Dinamica,220,1,0.0041043999954126775,700,756,360,"(12, 3)"
Prog_Dinamica,220,2,0.004133999987971038,700,756,360,"(12, 3)"
Prog_Dinamica,220,3,0.003380000009201467,700,756,360,"(12, 3)"
Prog_Dinamica,220,4,0.002700199984246865,700,756,360,"(12, 3)"
Prog_Dinamica,220,5,0.0024010000051930547,700,756,360,"(12, 3)"
Prog_Dinamica,220,6,0.0028531999851111323,700,756,360,"(12, 3)"
Prog_Dinamica,220,7,0.002678899996681139,700,756,360,"(12, 3)"
Prog_Dinamica,220,8,0.002661900012753904,700,756,360,"(12, 3)"
